#{"t_start": 1720028026.2019715, "env_id": "None"}
r,l,t
-1.047493,128,614.612347
-8.885849,128,615.724698
-0.563149,128,616.866487
-1.797946,128,617.877496
1.161396,128,618.879523
-15.944839,128,619.99165
-2.311946,128,621.107568
-1.409944,128,622.117322
0.141529,128,623.192153
-17.02504,128,624.224298
-0.439288,128,625.380265
-0.262488,128,626.311012
-2.606292,128,627.377762
-0.18295,128,628.39063
-1.358403,128,629.307826
-0.307898,128,630.306444
-5.465964,128,631.342238
-1.127852,128,632.33354
-0.240008,128,633.208019
-2.276251,128,634.188476
1.990073,128,635.186428
-2.197778,128,636.257748
-0.368693,128,637.208229
-10.57858,128,638.212415
-0.0166,128,639.197732
-3.250777,128,640.169221
-0.109055,128,641.251247
-0.520598,128,642.246862
-0.148251,128,643.233454
-7.042226,128,644.258938
-12.285189,128,645.262576
-16.459132,128,646.284494
-5.808426,128,647.344972
-0.771639,128,648.345406
-0.200697,128,649.394449
-1.168208,128,650.383467
-1.208943,128,651.360203
0.464848,128,652.449936
-0.626429,128,653.451149
-0.952977,128,654.413457
-3.010911,128,655.365138
-1.771654,128,656.361387
-5.45615,128,657.365454
-1.795502,128,658.368601
-1.528605,128,659.302775
4.626013,128,660.315612
-0.244385,128,661.27941
13.978824,128,662.340018
-4.774696,128,663.321005
-37.186223,128,664.315974
-0.012682,128,665.358335
-0.040846,128,666.351317
-1.289166,128,667.344881
-1.296681,128,668.308196
0.090806,128,669.304835
4.106821,128,670.310974
-1.267036,128,671.294536
-2.272688,128,672.269012
-10.381204,128,673.269629
-12.142275,128,674.360168
-5.009592,128,675.275569
-16.822212,128,676.327126
-0.825604,128,677.289361
32.396592,128,678.562707
0.920775,128,679.575571
-3.518629,128,680.760448
-0.03209,128,681.750593
-0.109868,128,682.842274
-0.692422,128,683.80352
-0.038967,128,684.834781
-1.346216,128,685.798517
-0.523551,128,686.947801
2.852459,128,688.075202
4.096111,128,689.268542
-0.144855,128,690.563666
-23.263629,128,691.624444
0.007658,128,692.770552
-0.135917,128,693.821483
-0.19991,128,694.77892
-0.020858,128,695.78124
-0.178054,128,696.763636
-14.158364,128,697.84524
-4.551891,128,698.910772
10.197534,128,699.945572
-3.693406,128,700.899061
-1.874558,128,701.954659
-5.274764,128,703.031363
-12.725895,128,704.014262
-2.456456,128,705.089164
-2.657247,128,706.051254
0.742761,128,707.043298
-5.679407,128,708.198638
-0.816538,128,709.479926
-0.280553,128,710.530945
-0.134937,128,711.596912
-0.077551,128,712.581954
-4.57045,128,713.873883
-1.51436,128,714.885644
-1.42867,128,715.915936
-8.37804,128,717.045599
-22.82469,128,718.141603
-1.035868,128,719.166059
-0.040421,128,720.242915
-19.060585,128,721.286489
-0.348586,128,722.443654
-0.430572,128,723.322686
-1.814323,128,724.37088
-1.683298,128,725.494619
-0.672102,128,726.484697
-0.978448,128,727.452646
-5.581597,128,728.475978
-17.39133,128,729.471061
-4.304838,128,730.63339
-0.945523,128,731.857597
2.795774,128,732.966387
-0.189522,128,733.976362
-0.175071,128,735.02319
3.685324,128,736.137055
-0.128982,128,737.151813
0.67247,128,738.124575
-0.093302,128,739.142066
-0.233416,128,740.229995
0.06023,128,741.177348
-0.33801,128,742.283398
0.164338,128,743.316432
2.918524,128,744.319018
-10.448996,128,745.350055
-2.203044,128,746.43245
0.606364,128,747.468565
-3.226997,128,748.493891
0.013476,128,749.545652
-0.003626,128,750.55549
-2.443378,128,751.665001
-0.881557,128,752.676193
1.62105,128,753.597682
-1.538482,128,754.682261
0.855892,128,755.714633
-1.834366,128,756.658324
-0.349419,128,757.700758
0.833406,128,758.707334
-0.483353,128,759.728512
0.206628,128,760.709994
-0.01183,128,761.727912
-3.885261,128,762.801605
-2.18486,128,763.842499
-1.568334,128,764.829683
-0.304977,128,765.860584
0.116109,128,766.921396
-1.493782,128,767.975543
2.71382,128,769.038486
-1.313596,128,770.186558
-2.588399,128,771.139932
-3.044614,128,772.125839
0.63685,128,773.252037
-1.004686,128,774.172002
2.616785,128,775.201974
0.081863,128,776.138243
-3.189503,128,777.109818
-1.864218,128,778.083822
-1.955145,128,779.091866
-1.480159,128,780.124423
0.688416,128,781.209333
-0.887493,128,782.296444
-0.056285,128,783.411376
-0.0325,128,784.352359
-0.318188,128,785.449501
-2.294145,128,786.419185
0.832608,128,787.390203
-0.417725,128,788.480139
-1.499474,128,789.527303
0.011023,128,790.564544
-0.997631,128,791.522727
-1.237107,128,792.576066
-0.558717,128,793.518273
-0.611683,128,794.551932
-0.082454,128,795.446217
0.653226,128,796.510823
-0.182113,128,797.472588
-2.382187,128,798.486084
-0.493935,128,799.476414
-3.608567,128,800.492812
-0.495643,128,801.387757
-1.35281,128,802.344705
-16.156429,128,803.46123
-2.44799,128,804.413368
-10.533295,128,805.465937
-1.137209,128,806.499734
-0.440288,128,807.563158
-0.46561,128,808.594185
-0.448718,128,809.660025
-0.480288,128,810.660041
0.150999,128,811.709358
-7.407785,128,812.71032
0.499827,128,813.781674
20.086323,128,814.880198
