| time start | time end | open | high | low | close | volume | l_h | cl_hl | ol_hl |
| 2024-03-12 06:00:00 | 2024-03-12 12:00:00 | 4038.48 | 4065.00 | 3965.00 | 4020.84 | 120917.23 | 0.975400 | 0.558401 | 0.734800 |
| 2024-03-12 12:00:00 | 2024-03-12 18:00:00 | 4020.34 | 4053.80 | 3828.98 | 3950.56 | 271885.45 | 0.944541 | 0.540788 | 0.851170 |
| 2024-03-12 18:00:00 | 2024-03-13 00:00:00 | 3949.82 | 3991.00 | 3927.18 | 3979.97 | 132776.35 | 0.984009 | 0.827170 | 0.354749 |
| 2024-03-13 00:00:00 | 2024-03-13 06:00:00 | 3984.15 | 4045.86 | 3973.53 | 4037.04 | 87242.80 | 0.982122 | 0.878058 | 0.146825 |
| 2024-03-13 06:00:00 | 2024-03-13 12:00:00 | 4038.18 | 4083.00 | 4033.60 | 4048.91 | 119239.99 | 0.987901 | 0.309916 | 0.092709 |
| 2024-03-13 12:00:00 | 2024-03-13 18:00:00 | 4048.90 | 4053.00 | 3932.23 | 3981.01 | 191519.96 | 0.970202 | 0.403908 | 0.966050 |
| 2024-03-13 18:00:00 | 2024-03-14 00:00:00 | 3980.05 | 4021.00 | 3973.51 | 4004.79 | 84197.83 | 0.988190 | 0.658666 | 0.137714 |
| 2024-03-14 00:00:00 | 2024-03-14 06:00:00 | 4003.78 | 4010.98 | 3940.64 | 3969.16 | 94395.42 | 0.982463 | 0.405459 | 0.897641 |
| 2024-03-14 06:00:00 | 2024-03-14 12:00:00 | 3970.53 | 3997.70 | 3943.12 | 3955.04 | 89044.63 | 0.986347 | 0.218394 | 0.502199 |
| 2024-03-14 12:00:00 | 2024-03-14 18:00:00 | 3951.40 | 3967.40 | 3820.20 | 3874.80 | 249671.53 | 0.962898 | 0.370925 | 0.891304 |
| 2024-03-14 18:00:00 | 2024-03-15 00:00:00 | 3874.81 | 3892.00 | 3723.00 | 3881.69 | 215246.50 | 0.956578 | 0.938994 | 0.898284 |
| 2024-03-15 00:00:00 | 2024-03-15 06:00:00 | 3886.38 | 3934.02 | 3623.00 | 3674.21 | 326125.91 | 0.920941 | 0.164652 | 0.846826 |
| 2024-03-15 06:00:00 | 2024-03-15 12:00:00 | 3683.87 | 3779.92 | 3570.00 | 3689.33 | 288952.26 | 0.944464 | 0.568455 | 0.542446 |
| 2024-03-15 12:00:00 | 2024-03-15 18:00:00 | 3690.92 | 3742.00 | 3659.01 | 3694.74 | 164260.59 | 0.977822 | 0.430534 | 0.384503 |
| 2024-03-15 18:00:00 | 2024-03-16 00:00:00 | 3697.50 | 3806.62 | 3606.65 | 3742.19 | 168413.39 | 0.947468 | 0.677801 | 0.454318 |
| 2024-03-16 00:00:00 | 2024-03-16 06:00:00 | 3744.26 | 3781.12 | 3690.18 | 3714.01 | 97735.20 | 0.975949 | 0.262041 | 0.594677 |
| 2024-03-16 06:00:00 | 2024-03-16 12:00:00 | 3715.40 | 3741.35 | 3661.83 | 3692.29 | 87537.05 | 0.978746 | 0.383048 | 0.673665 |
| 2024-03-16 12:00:00 | 2024-03-16 18:00:00 | 3691.08 | 3711.37 | 3626.39 | 3632.39 | 134081.50 | 0.977103 | 0.070605 | 0.761238 |
| 2024-03-16 18:00:00 | 2024-03-17 00:00:00 | 3638.14 | 3638.14 | 3468.80 | 3523.09 | 228868.92 | 0.953454 | 0.320598 | 1.000000 |
| 2024-03-17 00:00:00 | 2024-03-17 06:00:00 | 3538.70 | 3582.40 | 3504.95 | 3545.78 | 109527.92 | 0.978380 | 0.527180 | 0.435765 |
| 2024-03-17 06:00:00 | 2024-03-17 12:00:00 | 3548.68 | 3606.41 | 3412.00 | 3578.99 | 202185.48 | 0.946093 | 0.858958 | 0.703050 |
| 2024-03-17 12:00:00 | 2024-03-17 18:00:00 | 3578.61 | 3649.00 | 3528.36 | 3644.63 | 133073.21 | 0.966939 | 0.963776 | 0.416529 |
| 2024-03-17 18:00:00 | 2024-03-18 00:00:00 | 3638.61 | 3678.68 | 3623.04 | 3644.70 | 72965.08 | 0.984875 | 0.389287 | 0.279836 |
| 2024-03-18 00:00:00 | 2024-03-18 06:00:00 | 3638.68 | 3645.02 | 3557.31 | 3634.29 | 115921.50 | 0.975937 | 0.877665 | 0.927715 |
| 2024-03-18 06:00:00 | 2024-03-18 12:00:00 | 3631.40 | 3640.97 | 3548.99 | 3597.83 | 135543.14 | 0.974738 | 0.530986 | 0.895955 |
| 2024-03-18 12:00:00 | 2024-03-18 18:00:00 | 3595.71 | 3613.41 | 3454.09 | 3508.18 | 200886.21 | 0.955909 | 0.339505 | 0.888903 |
| 2024-03-18 18:00:00 | 2024-03-19 00:00:00 | 3511.67 | 3548.00 | 3465.00 | 3520.47 | 118327.35 | 0.976607 | 0.668313 | 0.562288 |
| 2024-03-19 00:00:00 | 2024-03-19 06:00:00 | 3521.38 | 3548.09 | 3353.00 | 3382.20 | 259920.17 | 0.945015 | 0.149674 | 0.863088 |
| 2024-03-19 06:00:00 | 2024-03-19 12:00:00 | 3381.08 | 3393.07 | 3202.84 | 3276.51 | 341400.20 | 0.943936 | 0.387268 | 0.936971 |
| 2024-03-19 12:00:00 | 2024-03-19 18:00:00 | 3276.60 | 3357.68 | 3223.50 | 3314.29 | 248158.46 | 0.960038 | 0.676629 | 0.395738 |
| 2024-03-19 18:00:00 | 2024-03-20 00:00:00 | 3308.12 | 3359.80 | 3150.88 | 3158.65 | 200251.58 | 0.937818 | 0.037191 | 0.752633 |
| 2024-03-20 00:00:00 | 2024-03-20 06:00:00 | 3156.40 | 3266.01 | 3056.56 | 3109.95 | 313079.79 | 0.935870 | 0.254905 | 0.476676 |
| 2024-03-20 06:00:00 | 2024-03-20 12:00:00 | 3108.70 | 3296.72 | 3108.23 | 3293.26 | 242271.03 | 0.942825 | 0.981644 | 0.002493 |
| 2024-03-20 12:00:00 | 2024-03-20 18:00:00 | 3293.27 | 3397.00 | 3140.71 | 3299.19 | 399848.30 | 0.924554 | 0.618362 | 0.595263 |
| 2024-03-20 18:00:00 | 2024-03-21 00:00:00 | 3324.60 | 3535.24 | 3295.42 | 3516.53 | 252140.30 | 0.932163 | 0.921983 | 0.121675 |
| 2024-03-21 00:00:00 | 2024-03-21 06:00:00 | 3519.72 | 3558.99 | 3446.47 | 3510.09 | 155414.89 | 0.968384 | 0.565412 | 0.650995 |
| 2024-03-21 06:00:00 | 2024-03-21 12:00:00 | 3506.26 | 3587.32 | 3502.00 | 3531.18 | 139077.71 | 0.976216 | 0.342005 | 0.049930 |
| 2024-03-21 12:00:00 | 2024-03-21 18:00:00 | 3535.14 | 3574.41 | 3462.10 | 3473.00 | 156557.25 | 0.968579 | 0.097052 | 0.650342 |
| 2024-03-21 18:00:00 | 2024-03-22 00:00:00 | 3469.52 | 3521.91 | 3412.00 | 3492.84 | 151723.45 | 0.968793 | 0.735512 | 0.523338 |
| 2024-03-22 00:00:00 | 2024-03-22 06:00:00 | 3500.00 | 3533.49 | 3454.01 | 3531.80 | 88897.97 | 0.977507 | 0.978738 | 0.578636 |
| 2024-03-22 06:00:00 | 2024-03-22 12:00:00 | 3532.88 | 3542.52 | 3394.42 | 3405.18 | 99208.69 | 0.958194 | 0.072654 | 0.934908 |
| 2024-03-22 12:00:00 | 2024-03-22 18:00:00 | 3407.59 | 3425.84 | 3281.00 | 3335.97 | 213170.37 | 0.957721 | 0.379522 | 0.873999 |
| 2024-03-22 18:00:00 | 2024-03-23 00:00:00 | 3332.72 | 3362.19 | 3250.00 | 3336.35 | 157610.38 | 0.966632 | 0.769678 | 0.737321 |
| 2024-03-23 00:00:00 | 2024-03-23 06:00:00 | 3328.50 | 3362.38 | 3270.08 | 3331.62 | 75100.15 | 0.972549 | 0.666741 | 0.632937 |
| 2024-03-23 06:00:00 | 2024-03-23 12:00:00 | 3331.61 | 3383.80 | 3321.21 | 3364.98 | 69364.59 | 0.981503 | 0.699312 | 0.166163 |
| 2024-03-23 12:00:00 | 2024-03-23 18:00:00 | 3359.84 | 3435.48 | 3343.41 | 3403.81 | 101709.10 | 0.973200 | 0.656024 | 0.178453 |
| 2024-03-23 18:00:00 | 2024-03-24 00:00:00 | 3404.83 | 3413.39 | 3327.28 | 3329.53 | 77345.54 | 0.974773 | 0.026129 | 0.900594 |
| 2024-03-24 00:00:00 | 2024-03-24 06:00:00 | 3327.44 | 3368.16 | 3298.76 | 3325.13 | 75076.42 | 0.979395 | 0.379970 | 0.413256 |
| 2024-03-24 06:00:00 | 2024-03-24 12:00:00 | 3325.96 | 3392.72 | 3315.01 | 3387.37 | 48703.47 | 0.977095 | 0.931156 | 0.140908 |
| 2024-03-24 12:00:00 | 2024-03-24 18:00:00 | 3390.13 | 3414.46 | 3333.00 | 3367.53 | 70106.57 | 0.976143 | 0.423890 | 0.701325 |
| 2024-03-24 18:00:00 | 2024-03-25 00:00:00 | 3367.08 | 3471.22 | 3367.08 | 3454.99 | 66945.03 | 0.969999 | 0.844152 | 0.000000 |
| 2024-03-25 00:00:00 | 2024-03-25 06:00:00 | 3459.50 | 3506.49 | 3420.12 | 3486.32 | 103261.27 | 0.975369 | 0.766470 | 0.455945 |
| 2024-03-25 06:00:00 | 2024-03-25 12:00:00 | 3487.98 | 3487.98 | 3432.15 | 3436.20 | 73105.61 | 0.983994 | 0.072542 | 1.000000 |
| 2024-03-25 12:00:00 | 2024-03-25 18:00:00 | 3432.97 | 3666.00 | 3430.00 | 3638.91 | 234435.12 | 0.935625 | 0.885211 | 0.012585 |
| 2024-03-25 18:00:00 | 2024-03-26 00:00:00 | 3641.41 | 3646.66 | 3566.47 | 3590.43 | 137782.15 | 0.978010 | 0.298790 | 0.934530 |
| 2024-03-26 00:00:00 | 2024-03-26 06:00:00 | 3590.42 | 3643.71 | 3580.95 | 3630.29 | 167787.24 | 0.982776 | 0.786171 | 0.150892 |
| 2024-03-26 06:00:00 | 2024-03-26 12:00:00 | 3630.00 | 3678.86 | 3627.00 | 3631.61 | 92886.00 | 0.985903 | 0.088895 | 0.057848 |
| 2024-03-26 12:00:00 | 2024-03-26 18:00:00 | 3630.00 | 3654.34 | 3542.62 | 3583.81 | 147178.39 | 0.969428 | 0.368689 | 0.782133 |
| 2024-03-26 18:00:00 | 2024-03-27 00:00:00 | 3581.69 | 3613.50 | 3555.56 | 3587.32 | 91136.93 | 0.983966 | 0.548154 | 0.450982 |
| 2024-03-27 00:00:00 | 2024-03-27 06:00:00 | 3588.71 | 3627.67 | 3577.00 | 3612.41 | 58942.75 | 0.986032 | 0.698835 | 0.231103 |
| 2024-03-27 06:00:00 | 2024-03-27 12:00:00 | 3610.50 | 3616.50 | 3532.96 | 3585.07 | 76309.66 | 0.976900 | 0.623774 | 0.928178 |
| 2024-03-27 12:00:00 | 2024-03-27 18:00:00 | 3586.75 | 3665.84 | 3484.00 | 3498.00 | 228395.12 | 0.950396 | 0.076991 | 0.565057 |
| 2024-03-27 18:00:00 | 2024-03-28 00:00:00 | 3492.46 | 3521.47 | 3460.02 | 3501.20 | 79571.74 | 0.982550 | 0.670138 | 0.527908 |
| 2024-03-28 00:00:00 | 2024-03-28 06:00:00 | 3499.52 | 3542.37 | 3465.00 | 3533.70 | 128457.71 | 0.978159 | 0.887939 | 0.446167 |
| 2024-03-28 06:00:00 | 2024-03-28 12:00:00 | 3538.00 | 3595.70 | 3526.09 | 3579.74 | 98747.10 | 0.980641 | 0.770723 | 0.171095 |
| 2024-03-28 12:00:00 | 2024-03-28 18:00:00 | 3584.23 | 3611.78 | 3537.48 | 3553.85 | 108258.64 | 0.979428 | 0.220324 | 0.629206 |
| 2024-03-28 18:00:00 | 2024-03-29 00:00:00 | 3553.03 | 3580.00 | 3541.37 | 3560.49 | 69778.66 | 0.989210 | 0.494950 | 0.301837 |
| 2024-03-29 00:00:00 | 2024-03-29 06:00:00 | 3560.61 | 3584.37 | 3550.05 | 3558.03 | 46495.29 | 0.990425 | 0.232516 | 0.307693 |
| 2024-03-29 06:00:00 | 2024-03-29 12:00:00 | 3557.66 | 3576.27 | 3512.85 | 3549.86 | 95931.62 | 0.982266 | 0.583571 | 0.706557 |
| 2024-03-29 12:00:00 | 2024-03-29 18:00:00 | 3549.85 | 3558.00 | 3445.91 | 3485.24 | 113291.91 | 0.968496 | 0.350879 | 0.927291 |
| 2024-03-29 18:00:00 | 2024-03-30 00:00:00 | 3483.60 | 3524.55 | 3475.39 | 3509.74 | 66758.20 | 0.986052 | 0.698739 | 0.167009 |
| 2024-03-30 00:00:00 | 2024-03-30 06:00:00 | 3512.53 | 3532.77 | 3486.58 | 3508.00 | 70780.19 | 0.986925 | 0.463736 | 0.561810 |
| 2024-03-30 06:00:00 | 2024-03-30 12:00:00 | 3508.56 | 3564.00 | 3492.20 | 3559.99 | 63345.82 | 0.979854 | 0.944150 | 0.227856 |
| 2024-03-30 12:00:00 | 2024-03-30 18:00:00 | 3565.81 | 3565.81 | 3526.08 | 3531.97 | 42698.30 | 0.988858 | 0.148248 | 1.000000 |
| 2024-03-30 18:00:00 | 2024-03-31 00:00:00 | 3529.98 | 3531.97 | 3485.00 | 3505.65 | 39208.43 | 0.986701 | 0.439641 | 0.957633 |
| 2024-03-31 00:00:00 | 2024-03-31 06:00:00 | 3507.42 | 3607.97 | 3505.09 | 3604.20 | 63409.80 | 0.971485 | 0.963355 | 0.022646 |
| 2024-03-31 06:00:00 | 2024-03-31 12:00:00 | 3604.03 | 3632.80 | 3600.38 | 3609.20 | 70858.33 | 0.991076 | 0.272055 | 0.112589 |
| 2024-03-31 12:00:00 | 2024-03-31 18:00:00 | 3610.72 | 3638.00 | 3606.78 | 3626.59 | 52929.20 | 0.991418 | 0.634532 | 0.126199 |
| 2024-03-31 18:00:00 | 2024-04-01 00:00:00 | 3626.89 | 3655.32 | 3613.75 | 3645.29 | 56274.56 | 0.988628 | 0.758720 | 0.316090 |
| 2024-04-01 00:00:00 | 2024-04-01 06:00:00 | 3645.95 | 3645.95 | 3500.00 | 3510.00 | 89073.33 | 0.959969 | 0.068517 | 1.000000 |
| 2024-04-01 06:00:00 | 2024-04-01 12:00:00 | 3515.00 | 3560.17 | 3502.23 | 3537.98 | 91530.43 | 0.983726 | 0.617018 | 0.220401 |
| 2024-04-01 12:00:00 | 2024-04-01 18:00:00 | 3534.74 | 3570.58 | 3413.71 | 3443.55 | 162044.93 | 0.956066 | 0.190222 | 0.771530 |
| 2024-04-01 18:00:00 | 2024-04-02 00:00:00 | 3437.60 | 3514.88 | 3418.93 | 3503.80 | 66196.95 | 0.972702 | 0.884525 | 0.194582 |
| 2024-04-02 00:00:00 | 2024-04-02 06:00:00 | 3505.40 | 3505.60 | 3319.20 | 3369.58 | 162714.63 | 0.946828 | 0.270279 | 0.998926 |
| 2024-04-02 06:00:00 | 2024-04-02 12:00:00 | 3371.22 | 3388.58 | 3276.72 | 3308.63 | 155362.17 | 0.966989 | 0.285266 | 0.844805 |
| 2024-04-02 12:00:00 | 2024-04-02 18:00:00 | 3309.49 | 3324.26 | 3212.00 | 3269.01 | 215278.17 | 0.966230 | 0.507839 | 0.868430 |
| 2024-04-02 18:00:00 | 2024-04-03 00:00:00 | 3278.14 | 3305.00 | 3241.69 | 3278.96 | 89954.78 | 0.980844 | 0.588690 | 0.575737 |
| 2024-04-03 00:00:00 | 2024-04-03 06:00:00 | 3285.35 | 3324.60 | 3202.79 | 3293.03 | 115168.67 | 0.963361 | 0.740825 | 0.677777 |
| 2024-04-03 06:00:00 | 2024-04-03 12:00:00 | 3293.04 | 3357.58 | 3289.80 | 3317.53 | 101407.91 | 0.979813 | 0.409117 | 0.047802 |
| 2024-04-03 12:00:00 | 2024-04-03 18:00:00 | 3323.20 | 3367.40 | 3292.80 | 3324.51 | 105938.84 | 0.977846 | 0.425067 | 0.407506 |
| 2024-04-03 18:00:00 | 2024-04-04 00:00:00 | 3324.52 | 3341.30 | 3281.21 | 3310.83 | 87891.13 | 0.982016 | 0.492929 | 0.720752 |
| 2024-04-04 00:00:00 | 2024-04-04 06:00:00 | 3310.84 | 3333.00 | 3250.92 | 3296.01 | 91303.46 | 0.975374 | 0.549343 | 0.730021 |
| 2024-04-04 06:00:00 | 2024-04-04 12:00:00 | 3295.21 | 3355.48 | 3294.46 | 3340.36 | 52634.69 | 0.981815 | 0.752215 | 0.012291 |
| 2024-04-04 12:00:00 | 2024-04-04 18:00:00 | 3341.41 | 3416.83 | 3338.95 | 3412.59 | 85962.76 | 0.977207 | 0.945557 | 0.031587 |
| 2024-04-04 18:00:00 | 2024-04-05 00:00:00 | 3417.99 | 3443.93 | 3278.02 | 3327.39 | 126455.96 | 0.951825 | 0.297570 | 0.843650 |
| 2024-04-05 00:00:00 | 2024-04-05 06:00:00 | 3327.91 | 3336.00 | 3242.01 | 3273.79 | 98406.81 | 0.971826 | 0.338121 | 0.913926 |
| 2024-04-05 06:00:00 | 2024-04-05 12:00:00 | 3273.82 | 3312.80 | 3236.80 | 3243.52 | 80246.09 | 0.977059 | 0.088421 | 0.487106 |
| 2024-04-05 12:00:00 | 2024-04-05 18:00:00 | 3248.00 | 3333.31 | 3210.00 | 3312.55 | 128090.20 | 0.963007 | 0.831644 | 0.308166 |
| 2024-04-05 18:00:00 | 2024-04-06 00:00:00 | 3313.60 | 3350.00 | 3305.10 | 3317.85 | 37794.63 | 0.986597 | 0.283965 | 0.189310 |
| 2024-04-06 00:00:00 | 2024-04-06 06:00:00 | 3319.00 | 3352.81 | 3306.68 | 3337.06 | 41949.64 | 0.986241 | 0.658575 | 0.267072 |
| 2024-04-06 06:00:00 | 2024-04-06 12:00:00 | 3334.60 | 3351.52 | 3325.00 | 3330.67 | 39635.29 | 0.992087 | 0.213798 | 0.361994 |
| 2024-04-06 12:00:00 | 2024-04-06 18:00:00 | 3328.00 | 3361.77 | 3313.40 | 3341.00 | 42414.38 | 0.985612 | 0.570602 | 0.301841 |
| 2024-04-06 18:00:00 | 2024-04-07 00:00:00 | 3341.20 | 3398.42 | 3336.94 | 3351.59 | 59481.09 | 0.981909 | 0.238291 | 0.069291 |
| 2024-04-07 00:00:00 | 2024-04-07 06:00:00 | 3355.15 | 3413.61 | 3344.08 | 3400.00 | 51420.93 | 0.979632 | 0.804256 | 0.159209 |
| 2024-04-07 06:00:00 | 2024-04-07 12:00:00 | 3397.06 | 3401.08 | 3376.83 | 3390.33 | 30433.31 | 0.992870 | 0.556701 | 0.834226 |
| 2024-04-07 12:00:00 | 2024-04-07 18:00:00 | 3389.20 | 3420.00 | 3377.34 | 3386.59 | 63603.26 | 0.987526 | 0.216831 | 0.278010 |
| 2024-04-07 18:00:00 | 2024-04-08 00:00:00 | 3384.01 | 3459.94 | 3368.00 | 3454.20 | 64896.84 | 0.973427 | 0.937568 | 0.174136 |
| 2024-04-08 00:00:00 | 2024-04-08 06:00:00 | 3450.45 | 3457.27 | 3406.36 | 3428.61 | 47034.67 | 0.985275 | 0.437047 | 0.866037 |
| 2024-04-08 06:00:00 | 2024-04-08 12:00:00 | 3429.60 | 3640.44 | 3421.12 | 3633.07 | 215055.13 | 0.939755 | 0.966397 | 0.038665 |
| 2024-04-08 12:00:00 | 2024-04-08 18:00:00 | 3638.47 | 3677.00 | 3612.00 | 3668.20 | 150544.03 | 0.982323 | 0.864615 | 0.407230 |
| 2024-04-08 18:00:00 | 2024-04-09 00:00:00 | 3668.19 | 3730.71 | 3668.19 | 3694.61 | 84267.59 | 0.983242 | 0.422587 | 0.000000 |
| 2024-04-09 00:00:00 | 2024-04-09 06:00:00 | 3699.46 | 3727.34 | 3665.25 | 3692.36 | 81497.77 | 0.983342 | 0.436625 | 0.550973 |
| 2024-04-09 06:00:00 | 2024-04-09 12:00:00 | 3689.01 | 3696.34 | 3580.57 | 3632.85 | 141713.54 | 0.968680 | 0.451585 | 0.936684 |
| 2024-04-09 12:00:00 | 2024-04-09 18:00:00 | 3632.84 | 3643.37 | 3450.46 | 3504.20 | 177919.34 | 0.947052 | 0.278575 | 0.945415 |
| 2024-04-09 18:00:00 | 2024-04-10 00:00:00 | 3505.54 | 3526.63 | 3485.82 | 3506.40 | 56385.37 | 0.988428 | 0.504286 | 0.483216 |
| 2024-04-10 00:00:00 | 2024-04-10 06:00:00 | 3502.52 | 3541.71 | 3465.64 | 3533.34 | 79098.43 | 0.978522 | 0.889972 | 0.484818 |
| 2024-04-10 06:00:00 | 2024-04-10 12:00:00 | 3533.80 | 3554.19 | 3493.07 | 3521.33 | 71399.10 | 0.982803 | 0.462370 | 0.666395 |
| 2024-04-10 12:00:00 | 2024-04-10 18:00:00 | 3527.99 | 3547.49 | 3411.82 | 3517.95 | 171731.41 | 0.961756 | 0.782265 | 0.856269 |
| 2024-04-10 18:00:00 | 2024-04-11 00:00:00 | 3510.00 | 3562.95 | 3478.42 | 3545.64 | 67138.56 | 0.976275 | 0.795220 | 0.373596 |
| 2024-04-11 00:00:00 | 2024-04-11 06:00:00 | 3547.85 | 3581.86 | 3524.27 | 3563.21 | 55034.68 | 0.983922 | 0.676157 | 0.409447 |
| 2024-04-11 06:00:00 | 2024-04-11 12:00:00 | 3564.60 | 3618.30 | 3514.57 | 3522.89 | 99332.53 | 0.971332 | 0.080207 | 0.482310 |
| 2024-04-11 12:00:00 | 2024-04-11 18:00:00 | 3520.60 | 3575.00 | 3474.52 | 3511.92 | 141916.21 | 0.971894 | 0.372212 | 0.458600 |
| 2024-04-11 18:00:00 | 2024-04-12 00:00:00 | 3513.23 | 3532.25 | 3490.63 | 3502.52 | 41866.38 | 0.988217 | 0.285682 | 0.543009 |
| 2024-04-12 00:00:00 | 2024-04-12 06:00:00 | 3501.40 | 3552.40 | 3501.34 | 3542.16 | 46622.52 | 0.985627 | 0.799451 | 0.001171 |
| 2024-04-12 06:00:00 | 2024-04-12 12:00:00 | 3541.63 | 3543.14 | 3507.95 | 3532.22 | 79326.33 | 0.990068 | 0.689686 | 0.957090 |
| 2024-04-12 12:00:00 | 2024-04-12 18:00:00 | 3532.23 | 3532.48 | 3296.00 | 3325.39 | 217208.60 | 0.933056 | 0.124281 | 0.998943 |
| 2024-04-12 18:00:00 | 2024-04-13 00:00:00 | 3318.22 | 3341.80 | 3100.00 | 3237.42 | 354165.89 | 0.927644 | 0.568320 | 0.902481 |
| 2024-04-13 00:00:00 | 2024-04-13 06:00:00 | 3237.43 | 3265.00 | 3141.60 | 3247.80 | 175691.06 | 0.962205 | 0.860616 | 0.776579 |
