| time start | time end | open | high | low | close | volume | robust(64)_1_open | robust(64)_1_high | robust(64)_1_low | robust(64)_1_close |
| 2024-03-14 06:00:00 | 2024-03-14 12:00:00 | 3970.53 | 3997.70 | 3943.12 | 3955.04 | 88974.41 | 0.239816 | 0.218637 | 0.352352 | 0.194526 |
| 2024-03-14 12:00:00 | 2024-03-14 18:00:00 | 3951.40 | 3967.40 | 3820.20 | 3874.80 | 249816.43 | 0.193479 | 0.150830 | 0.067148 | 0.013618 |
| 2024-03-14 18:00:00 | 2024-03-15 00:00:00 | 3869.80 | 3892.00 | 3723.00 | 3881.69 | 215063.39 | 0.000000 | -0.019721 | -0.159129 | 0.016936 |
| 2024-03-15 00:00:00 | 2024-03-15 06:00:00 | 3886.38 | 3934.02 | 3623.00 | 3674.21 | 326234.36 | 0.038262 | 0.089044 | -0.334747 | -0.487912 |
| 2024-03-15 06:00:00 | 2024-03-15 12:00:00 | 3683.87 | 3779.92 | 3570.00 | 3689.33 | 289001.15 | -0.429082 | -0.314297 | -0.459582 | -0.449992 |
| 2024-03-15 12:00:00 | 2024-03-15 18:00:00 | 3681.00 | 3742.00 | 3659.01 | 3694.74 | 164208.35 | -0.417520 | -0.412161 | -0.196674 | -0.410970 |
| 2024-03-15 18:00:00 | 2024-03-16 00:00:00 | 3691.79 | 3806.62 | 3606.65 | 3742.19 | 168416.73 | -0.437228 | -0.284414 | -0.322256 | -0.299496 |
| 2024-03-16 00:00:00 | 2024-03-16 06:00:00 | 3744.26 | 3781.12 | 3690.18 | 3714.01 | 97735.20 | -0.273208 | -0.344299 | -0.121749 | -0.347820 |
| 2024-03-16 06:00:00 | 2024-03-16 12:00:00 | 3715.40 | 3741.35 | 3661.83 | 3692.29 | 87543.55 | -0.347917 | -0.467149 | -0.189895 | -0.404211 |
| 2024-03-16 12:00:00 | 2024-03-16 18:00:00 | 3695.56 | 3711.37 | 3626.39 | 3632.39 | 134075.01 | -0.365286 | -0.557965 | -0.261069 | -0.557339 |
| 2024-03-16 18:00:00 | 2024-03-17 00:00:00 | 3638.14 | 3638.14 | 3468.80 | 3523.09 | 228662.78 | -0.528146 | -0.784172 | -0.650506 | -0.841109 |
| 2024-03-17 00:00:00 | 2024-03-17 06:00:00 | 3522.11 | 3582.40 | 3504.95 | 3545.78 | 109734.06 | -0.836818 | -0.956353 | -0.607601 | -0.782200 |
| 2024-03-17 06:00:00 | 2024-03-17 12:00:00 | 3548.68 | 3606.41 | 3412.00 | 3578.99 | 202185.48 | -0.766135 | -0.882186 | -0.853098 | -0.744970 |
| 2024-03-17 12:00:00 | 2024-03-17 18:00:00 | 3578.61 | 3649.00 | 3528.36 | 3644.63 | 133069.30 | -0.720254 | -0.769791 | -0.553890 | -0.650733 |
| 2024-03-17 18:00:00 | 2024-03-18 00:00:00 | 3645.32 | 3678.68 | 3623.04 | 3644.70 | 72713.91 | -0.614680 | -0.745900 | -0.320197 | -0.660358 |
| 2024-03-18 00:00:00 | 2024-03-18 06:00:00 | 3645.02 | 3645.02 | 3557.31 | 3634.29 | 116176.59 | -0.641484 | -0.863597 | -0.510281 | -0.698660 |
| 2024-03-18 06:00:00 | 2024-03-18 12:00:00 | 3631.40 | 3640.97 | 3548.99 | 3597.83 | 135543.14 | -0.687073 | -0.877758 | -0.565328 | -0.818382 |
| 2024-03-18 12:00:00 | 2024-03-18 18:00:00 | 3595.71 | 3613.41 | 3454.09 | 3508.18 | 201109.52 | -0.806534 | -0.974125 | -0.853752 | -1.112761 |
| 2024-03-18 18:00:00 | 2024-03-19 00:00:00 | 3504.21 | 3548.00 | 3465.00 | 3520.47 | 118104.04 | -1.112799 | -1.202839 | -0.820594 | -1.072404 |
| 2024-03-19 00:00:00 | 2024-03-19 06:00:00 | 3521.38 | 3548.09 | 3353.00 | 3382.20 | 259920.17 | -1.055329 | -1.202524 | -1.160988 | -1.526433 |
| 2024-03-19 06:00:00 | 2024-03-19 12:00:00 | 3381.08 | 3393.07 | 3202.84 | 3276.51 | 341649.83 | -1.524936 | -1.744571 | -1.617360 | -1.873481 |
| 2024-03-19 12:00:00 | 2024-03-19 18:00:00 | 3269.18 | 3357.68 | 3223.50 | 3314.29 | 247815.56 | -1.899484 | -1.868317 | -1.554569 | -1.749425 |
| 2024-03-19 18:00:00 | 2024-03-20 00:00:00 | 3314.30 | 3359.80 | 3150.88 | 3158.65 | 200344.86 | -1.748460 | -1.860904 | -1.775279 | -2.260491 |
| 2024-03-20 00:00:00 | 2024-03-20 06:00:00 | 3156.40 | 3266.01 | 3056.56 | 3109.95 | 313301.52 | -2.276978 | -2.188853 | -2.061939 | -2.420405 |
| 2024-03-20 06:00:00 | 2024-03-20 12:00:00 | 3114.25 | 3296.72 | 3108.23 | 3293.26 | 242144.30 | -2.418061 | -2.081472 | -1.904902 | -1.818480 |
| 2024-03-20 12:00:00 | 2024-03-20 18:00:00 | 3288.71 | 3397.00 | 3140.71 | 3299.19 | 399753.31 | -1.834114 | -1.730830 | -1.806188 | -1.799008 |
| 2024-03-20 18:00:00 | 2024-03-21 00:00:00 | 3324.60 | 3535.24 | 3295.42 | 3516.53 | 253799.42 | -1.713984 | -1.247456 | -1.335988 | -1.085342 |
| 2024-03-21 00:00:00 | 2024-03-21 06:00:00 | 3512.94 | 3558.99 | 3446.47 | 3510.09 | 153802.98 | -1.083579 | -1.054931 | -0.825173 | -1.099627 |
| 2024-03-21 06:00:00 | 2024-03-21 12:00:00 | 3506.26 | 3587.32 | 3502.00 | 3531.18 | 139041.00 | -1.081538 | -0.953168 | -0.624548 | -0.926335 |
| 2024-03-21 12:00:00 | 2024-03-21 18:00:00 | 3535.14 | 3574.41 | 3462.10 | 3473.00 | 156546.75 | -0.883760 | -0.981125 | -0.725759 | -1.039517 |
| 2024-03-21 18:00:00 | 2024-03-22 00:00:00 | 3469.52 | 3521.91 | 3412.00 | 3492.84 | 151600.10 | -1.024729 | -1.133403 | -0.858997 | -0.984382 |
| 2024-03-22 00:00:00 | 2024-03-22 06:00:00 | 3491.50 | 3533.49 | 3454.01 | 3531.80 | 89021.32 | -0.963382 | -1.020640 | -0.747274 | -0.802086 |
| 2024-03-22 06:00:00 | 2024-03-22 12:00:00 | 3532.88 | 3542.52 | 3394.42 | 3405.18 | 98988.89 | -0.782520 | -0.965388 | -0.805386 | -1.015650 |
| 2024-03-22 12:00:00 | 2024-03-22 18:00:00 | 3403.58 | 3425.84 | 3281.00 | 3335.97 | 213390.18 | -1.043234 | -1.183941 | -1.070166 | -1.107837 |
| 2024-03-22 18:00:00 | 2024-03-23 00:00:00 | 3332.72 | 3362.19 | 3250.00 | 3336.35 | 157501.18 | -1.125414 | -1.283124 | -1.137118 | -1.004546 |
| 2024-03-23 00:00:00 | 2024-03-23 06:00:00 | 3337.01 | 3362.38 | 3270.08 | 3331.62 | 75217.17 | -1.014152 | -1.159586 | -0.990965 | -0.981379 |
| 2024-03-23 06:00:00 | 2024-03-23 12:00:00 | 3333.48 | 3383.80 | 3321.21 | 3364.98 | 69356.77 | -0.988593 | -1.042250 | -0.803330 | -0.826498 |
| 2024-03-23 12:00:00 | 2024-03-23 18:00:00 | 3359.84 | 3435.48 | 3343.41 | 3403.81 | 101766.36 | -0.838664 | -0.829709 | -0.731317 | -0.678570 |
| 2024-03-23 18:00:00 | 2024-03-24 00:00:00 | 3401.62 | 3413.39 | 3327.28 | 3329.53 | 77411.75 | -0.682566 | -0.879665 | -0.641839 | -0.842354 |
| 2024-03-24 00:00:00 | 2024-03-24 06:00:00 | 3333.00 | 3368.16 | 3298.76 | 3325.13 | 74958.94 | -0.829208 | -0.885562 | -0.695850 | -0.816611 |
| 2024-03-24 06:00:00 | 2024-03-24 12:00:00 | 3324.01 | 3392.72 | 3315.01 | 3387.37 | 48697.46 | -0.807948 | -0.811844 | -0.637555 | -0.623945 |
| 2024-03-24 12:00:00 | 2024-03-24 18:00:00 | 3390.13 | 3414.46 | 3333.00 | 3367.53 | 70106.57 | -0.628772 | -0.711400 | -0.521735 | -0.540061 |
| 2024-03-24 18:00:00 | 2024-03-25 00:00:00 | 3367.08 | 3471.22 | 3367.08 | 3454.99 | 66945.03 | -0.541397 | -0.484618 | -0.386883 | -0.369510 |
| 2024-03-25 00:00:00 | 2024-03-25 06:00:00 | 3459.50 | 3506.49 | 3420.12 | 3486.32 | 103261.27 | -0.360983 | -0.321323 | -0.265353 | -0.291670 |
| 2024-03-25 06:00:00 | 2024-03-25 12:00:00 | 3487.98 | 3487.98 | 3432.15 | 3436.20 | 73105.61 | -0.294529 | -0.339899 | -0.230159 | -0.387077 |
| 2024-03-25 12:00:00 | 2024-03-25 18:00:00 | 3432.97 | 3666.00 | 3430.00 | 3638.91 | 234435.12 | -0.389208 | 0.045409 | -0.204397 | 0.012864 |
| 2024-03-25 18:00:00 | 2024-03-26 00:00:00 | 3641.41 | 3646.66 | 3566.47 | 3590.43 | 137782.15 | 0.019634 | 0.003549 | 0.080066 | -0.014600 |
| 2024-03-26 00:00:00 | 2024-03-26 06:00:00 | 3590.42 | 3643.71 | 3580.95 | 3630.29 | 167751.60 | -0.010376 | 0.000000 | 0.112564 | 0.068120 |
| 2024-03-26 06:00:00 | 2024-03-26 12:00:00 | 3630.46 | 3678.86 | 3627.00 | 3631.61 | 92921.65 | 0.071976 | 0.078805 | 0.225072 | 0.071373 |
| 2024-03-26 12:00:00 | 2024-03-26 18:00:00 | 3630.00 | 3654.34 | 3542.62 | 3583.81 | 147165.07 | 0.072158 | 0.024720 | 0.038541 | -0.014096 |
| 2024-03-26 18:00:00 | 2024-03-27 00:00:00 | 3586.51 | 3613.50 | 3555.56 | 3587.32 | 91150.25 | -0.008386 | -0.067992 | 0.073523 | 0.000000 |
| 2024-03-27 00:00:00 | 2024-03-27 06:00:00 | 3588.71 | 3627.67 | 3577.00 | 3612.41 | 58928.91 | 0.000000 | -0.025914 | 0.144255 | 0.074448 |
| 2024-03-27 06:00:00 | 2024-03-27 12:00:00 | 3610.50 | 3616.50 | 3532.96 | 3585.07 | 76254.16 | 0.063960 | -0.035055 | 0.014894 | 0.000000 |
| 2024-03-27 12:00:00 | 2024-03-27 18:00:00 | 3583.70 | 3665.84 | 3484.00 | 3498.00 | 228464.46 | -0.009012 | 0.130211 | -0.068462 | -0.296346 |
| 2024-03-27 18:00:00 | 2024-03-28 00:00:00 | 3492.46 | 3521.47 | 3460.02 | 3501.20 | 79571.74 | -0.312487 | -0.325512 | -0.153212 | -0.270941 |
| 2024-03-28 00:00:00 | 2024-03-28 06:00:00 | 3499.52 | 3542.37 | 3465.00 | 3533.70 | 128362.54 | -0.274418 | -0.280017 | -0.069498 | -0.042513 |
| 2024-03-28 06:00:00 | 2024-03-28 12:00:00 | 3538.00 | 3595.70 | 3526.09 | 3579.74 | 98842.27 | -0.038103 | -0.069898 | 0.155866 | 0.126231 |
| 2024-03-28 12:00:00 | 2024-03-28 18:00:00 | 3584.23 | 3611.78 | 3537.48 | 3553.85 | 108258.64 | 0.128145 | 0.000000 | 0.198074 | 0.033693 |
| 2024-03-28 18:00:00 | 2024-03-29 00:00:00 | 3553.03 | 3580.00 | 3541.37 | 3560.49 | 69153.83 | 0.017995 | -0.138359 | 0.226178 | 0.061432 |
| 2024-03-29 00:00:00 | 2024-03-29 06:00:00 | 3559.60 | 3584.37 | 3550.05 | 3558.03 | 47120.12 | 0.045229 | -0.059412 | 0.289757 | 0.052411 |
| 2024-03-29 06:00:00 | 2024-03-29 12:00:00 | 3557.66 | 3576.27 | 3512.85 | 3549.86 | 95931.63 | 0.037758 | -0.062072 | 0.128795 | 0.017808 |
| 2024-03-29 12:00:00 | 2024-03-29 18:00:00 | 3549.85 | 3558.00 | 3445.91 | 3485.24 | 113291.91 | 0.004989 | -0.148263 | -0.105485 | -0.213283 |
| 2024-03-29 18:00:00 | 2024-03-30 00:00:00 | 3483.60 | 3524.55 | 3475.39 | 3509.74 | 66732.21 | -0.238785 | -0.347739 | 0.030870 | -0.097425 |
| 2024-03-30 00:00:00 | 2024-03-30 06:00:00 | 3509.39 | 3532.77 | 3486.58 | 3508.00 | 70806.18 | -0.113496 | -0.293317 | 0.087025 | -0.102972 |
| 2024-03-30 06:00:00 | 2024-03-30 12:00:00 | 3508.56 | 3564.00 | 3492.20 | 3559.99 | 63280.99 | -0.107410 | -0.077326 | 0.115521 | 0.139025 |
| 2024-03-30 12:00:00 | 2024-03-30 18:00:00 | 3565.81 | 3565.81 | 3526.08 | 3531.97 | 42751.68 | 0.159145 | -0.054762 | 0.290688 | 0.004101 |
| 2024-03-30 18:00:00 | 2024-03-31 00:00:00 | 3529.98 | 3530.98 | 3485.00 | 3505.65 | 39191.49 | 0.000000 | -0.223657 | 0.082657 | -0.094144 |
| 2024-03-31 00:00:00 | 2024-03-31 06:00:00 | 3505.21 | 3607.97 | 3505.09 | 3604.20 | 63438.20 | -0.090453 | 0.275573 | 0.191383 | 0.437840 |
| 2024-03-31 06:00:00 | 2024-03-31 12:00:00 | 3604.03 | 3632.80 | 3600.38 | 3609.20 | 70858.33 | 0.438450 | 0.446124 | 0.693913 | 0.464831 |
| 2024-03-31 12:00:00 | 2024-03-31 18:00:00 | 3610.72 | 3638.00 | 3606.78 | 3626.59 | 52929.20 | 0.474256 | 0.481202 | 0.727665 | 0.558704 |
| 2024-03-31 18:00:00 | 2024-04-01 00:00:00 | 3626.89 | 3655.32 | 3613.75 | 3645.29 | 56504.73 | 0.560800 | 0.596654 | 0.764423 | 0.659649 |
| 2024-04-01 00:00:00 | 2024-04-01 06:00:00 | 3641.26 | 3645.95 | 3500.00 | 3510.00 | 88843.15 | 0.637711 | 0.534195 | 0.165631 | -0.057483 |
| 2024-04-01 06:00:00 | 2024-04-01 12:00:00 | 3515.00 | 3560.17 | 3502.23 | 3537.98 | 91530.43 | -0.034462 | -0.026447 | 0.181212 | 0.097337 |
| 2024-04-01 12:00:00 | 2024-04-01 18:00:00 | 3534.74 | 3570.58 | 3413.71 | 3443.55 | 162044.93 | 0.073034 | 0.047105 | -0.285008 | -0.408554 |
| 2024-04-01 18:00:00 | 2024-04-02 00:00:00 | 3437.60 | 3514.88 | 3418.93 | 3503.80 | 66200.38 | -0.428453 | -0.352397 | -0.256002 | -0.035213 |
| 2024-04-02 00:00:00 | 2024-04-02 06:00:00 | 3503.79 | 3505.60 | 3319.20 | 3369.58 | 162711.19 | -0.050650 | -0.415421 | -0.753891 | -0.780111 |
| 2024-04-02 06:00:00 | 2024-04-02 12:00:00 | 3371.22 | 3388.58 | 3276.72 | 3308.63 | 155430.07 | -0.756640 | -1.166161 | -0.927086 | -1.023774 |
| 2024-04-02 12:00:00 | 2024-04-02 18:00:00 | 3305.00 | 3324.26 | 3212.00 | 3269.01 | 214926.26 | -1.048738 | -1.257331 | -1.205854 | -1.210741 |
| 2024-04-02 18:00:00 | 2024-04-03 00:00:00 | 3268.16 | 3305.00 | 3241.69 | 3278.96 | 90238.80 | -1.175107 | -1.295518 | -1.036704 | -1.199728 |
| 2024-04-03 00:00:00 | 2024-04-03 06:00:00 | 3285.35 | 3324.60 | 3202.79 | 3293.03 | 115168.67 | -1.129862 | -1.104398 | -1.214326 | -1.104749 |
| 2024-04-03 06:00:00 | 2024-04-03 12:00:00 | 3293.04 | 3357.58 | 3289.80 | 3317.53 | 101251.21 | -1.096873 | -0.949686 | -0.791902 | -0.964879 |
| 2024-04-03 12:00:00 | 2024-04-03 18:00:00 | 3317.52 | 3367.40 | 3292.80 | 3324.51 | 106095.53 | -0.941615 | -0.844691 | -0.715166 | -0.797050 |
| 2024-04-03 18:00:00 | 2024-04-04 00:00:00 | 3324.52 | 3341.30 | 3281.21 | 3310.83 | 87891.13 | -0.793112 | -0.948478 | -0.694200 | -0.842880 |
| 2024-04-04 00:00:00 | 2024-04-04 06:00:00 | 3310.84 | 3333.00 | 3250.92 | 3296.01 | 91242.12 | -0.810152 | -0.984186 | -0.823585 | -0.892143 |
| 2024-04-04 06:00:00 | 2024-04-04 12:00:00 | 3296.60 | 3355.48 | 3294.46 | 3340.36 | 52673.72 | -0.871806 | -0.855978 | -0.630477 | -0.709898 |
| 2024-04-04 12:00:00 | 2024-04-04 18:00:00 | 3339.41 | 3416.83 | 3338.95 | 3412.59 | 85985.06 | -0.682711 | -0.571189 | -0.428643 | -0.385285 |
| 2024-04-04 18:00:00 | 2024-04-05 00:00:00 | 3417.99 | 3443.93 | 3278.02 | 3327.39 | 126507.28 | -0.337503 | -0.447107 | -0.708871 | -0.769624 |
| 2024-04-05 00:00:00 | 2024-04-05 06:00:00 | 3323.42 | 3336.00 | 3242.01 | 3273.79 | 98373.38 | -0.766101 | -0.990287 | -0.874487 | -1.011413 |
| 2024-04-05 06:00:00 | 2024-04-05 12:00:00 | 3271.00 | 3312.80 | 3236.80 | 3243.52 | 80228.20 | -1.003671 | -1.107046 | -0.898449 | -1.147961 |
| 2024-04-05 12:00:00 | 2024-04-05 18:00:00 | 3248.00 | 3333.31 | 3210.00 | 3312.55 | 128096.63 | -1.107909 | -0.982658 | -1.021707 | -0.836566 |
| 2024-04-05 18:00:00 | 2024-04-06 00:00:00 | 3312.01 | 3350.00 | 3305.10 | 3317.85 | 37788.21 | -0.817811 | -0.873793 | -0.593441 | -0.788030 |
| 2024-04-06 00:00:00 | 2024-04-06 06:00:00 | 3319.00 | 3352.81 | 3306.68 | 3337.06 | 41836.87 | -0.769471 | -0.810477 | -0.576020 | -0.672161 |
| 2024-04-06 06:00:00 | 2024-04-06 12:00:00 | 3334.60 | 3351.52 | 3325.00 | 3330.67 | 39686.32 | -0.684182 | -0.748835 | -0.444299 | -0.682700 |
| 2024-04-06 12:00:00 | 2024-04-06 18:00:00 | 3328.00 | 3361.77 | 3313.40 | 3341.00 | 42476.12 | -0.692603 | -0.699518 | -0.492923 | -0.637075 |
| 2024-04-06 18:00:00 | 2024-04-07 00:00:00 | 3341.20 | 3398.42 | 3336.94 | 3351.59 | 59481.09 | -0.633848 | -0.510118 | -0.382970 | -0.456693 |
| 2024-04-07 00:00:00 | 2024-04-07 06:00:00 | 3355.15 | 3413.61 | 3344.08 | 3400.00 | 51420.93 | -0.464480 | -0.406833 | -0.325236 | -0.192350 |
| 2024-04-07 06:00:00 | 2024-04-07 12:00:00 | 3397.06 | 3401.08 | 3376.83 | 3390.33 | 30467.81 | -0.180451 | -0.457819 | -0.172263 | -0.235060 |
| 2024-04-07 12:00:00 | 2024-04-07 18:00:00 | 3391.00 | 3420.00 | 3377.34 | 3386.59 | 63560.53 | -0.207425 | -0.374946 | -0.175066 | -0.251579 |
| 2024-04-07 18:00:00 | 2024-04-08 00:00:00 | 3384.01 | 3459.94 | 3368.00 | 3454.20 | 64905.07 | -0.239049 | -0.200669 | -0.221710 | 0.000000 |
| 2024-04-08 00:00:00 | 2024-04-08 06:00:00 | 3450.45 | 3457.27 | 3406.36 | 3428.61 | 47034.67 | 0.000000 | -0.228080 | -0.036851 | -0.115807 |
| 2024-04-08 06:00:00 | 2024-04-08 12:00:00 | 3429.60 | 3640.44 | 3421.12 | 3633.07 | 215040.00 | -0.093472 | 0.610557 | 0.010981 | 0.798816 |
| 2024-04-08 12:00:00 | 2024-04-08 18:00:00 | 3638.47 | 3677.00 | 3612.00 | 3668.20 | 150559.15 | 0.795422 | 0.726345 | 0.902199 | 0.818870 |
| 2024-04-08 18:00:00 | 2024-04-09 00:00:00 | 3668.19 | 3730.71 | 3668.19 | 3694.61 | 84267.59 | 0.798365 | 0.930287 | 1.161642 | 0.870123 |
| 2024-04-09 00:00:00 | 2024-04-09 06:00:00 | 3699.46 | 3727.34 | 3665.25 | 3692.36 | 81497.77 | 0.865692 | 0.906203 | 1.079376 | 0.800462 |
| 2024-04-09 06:00:00 | 2024-04-09 12:00:00 | 3689.01 | 3696.34 | 3580.57 | 3632.85 | 141713.54 | 0.808748 | 0.721309 | 0.679953 | 0.539395 |
| 2024-04-09 12:00:00 | 2024-04-09 18:00:00 | 3632.84 | 3643.37 | 3450.46 | 3504.20 | 177919.34 | 0.543476 | 0.471883 | 0.020845 | 0.001638 |
| 2024-04-09 18:00:00 | 2024-04-10 00:00:00 | 3505.54 | 3526.63 | 3485.82 | 3506.40 | 56385.37 | 0.007134 | -0.026197 | 0.161994 | 0.009014 |
| 2024-04-10 00:00:00 | 2024-04-10 06:00:00 | 3502.52 | 3541.71 | 3465.64 | 3533.34 | 79098.43 | -0.005177 | 0.000000 | 0.025746 | 0.113452 |
