| time start | time end | open | high | low | close | volume | zscore(64)_1_open | zscore(64)_1_high | zscore(64)_1_low | zscore(64)_1_close |
| 2024-03-10 06:00:00 | 2024-03-10 12:00:00 | 3939.71 | 3964.67 | 3920.02 | 3932.72 | 74690.21 | 1.327285 | 1.187912 | 1.442868 | 1.234159 |
| 2024-03-10 12:00:00 | 2024-03-10 18:00:00 | 3933.20 | 3947.18 | 3860.65 | 3912.03 | 116008.14 | 1.253008 | 1.074802 | 1.131653 | 1.102426 |
| 2024-03-10 18:00:00 | 2024-03-11 00:00:00 | 3913.41 | 3918.00 | 3791.26 | 3878.47 | 90579.04 | 1.126650 | 0.916301 | 0.793052 | 0.920317 |
| 2024-03-11 00:00:00 | 2024-03-11 06:00:00 | 3878.79 | 3888.38 | 3722.95 | 3847.98 | 129359.74 | 0.942172 | 0.762184 | 0.467572 | 0.759580 |
| 2024-03-11 06:00:00 | 2024-03-11 12:00:00 | 3849.80 | 4054.60 | 3834.22 | 4034.25 | 299991.72 | 0.790602 | 1.485844 | 0.968045 | 1.583609 |
| 2024-03-11 12:00:00 | 2024-03-11 18:00:00 | 4030.00 | 4065.80 | 3998.92 | 4038.66 | 187805.87 | 1.571056 | 1.479709 | 1.665205 | 1.540185 |
| 2024-03-11 18:00:00 | 2024-03-12 00:00:00 | 4039.00 | 4086.23 | 4027.92 | 4064.80 | 103401.38 | 1.549076 | 1.513195 | 1.716179 | 1.593012 |
| 2024-03-12 00:00:00 | 2024-03-12 06:00:00 | 4072.04 | 4093.92 | 4021.19 | 4040.01 | 107310.67 | 1.628672 | 1.491334 | 1.616812 | 1.429468 |
| 2024-03-12 06:00:00 | 2024-03-12 12:00:00 | 4038.48 | 4065.00 | 3965.00 | 4020.84 | 120917.23 | 1.429520 | 1.321723 | 1.327369 | 1.303466 |
| 2024-03-12 12:00:00 | 2024-03-12 18:00:00 | 4020.34 | 4053.80 | 3828.98 | 3950.56 | 271977.45 | 1.310174 | 1.237727 | 0.721154 | 0.970118 |
| 2024-03-12 18:00:00 | 2024-03-13 00:00:00 | 3958.77 | 3991.00 | 3927.18 | 3979.97 | 132653.08 | 1.019323 | 0.944126 | 1.124843 | 1.075984 |
| 2024-03-13 00:00:00 | 2024-03-13 06:00:00 | 3979.96 | 4045.86 | 3973.53 | 4037.04 | 87260.31 | 1.086645 | 1.155529 | 1.291101 | 1.292752 |
| 2024-03-13 06:00:00 | 2024-03-13 12:00:00 | 4038.18 | 4083.00 | 4033.60 | 4048.91 | 119253.76 | 1.303162 | 1.282067 | 1.500796 | 1.308115 |
| 2024-03-13 12:00:00 | 2024-03-13 18:00:00 | 4048.90 | 4053.00 | 3932.23 | 3981.01 | 191519.97 | 1.312899 | 1.126328 | 1.044106 | 0.991164 |
| 2024-03-13 18:00:00 | 2024-03-14 00:00:00 | 3980.05 | 4021.00 | 3973.51 | 4004.79 | 84308.44 | 0.998280 | 0.969650 | 1.192130 | 1.072336 |
| 2024-03-14 00:00:00 | 2024-03-14 06:00:00 | 4005.79 | 4010.98 | 3940.64 | 3969.16 | 94266.79 | 1.085489 | 0.910279 | 1.031299 | 0.900894 |
| 2024-03-14 06:00:00 | 2024-03-14 12:00:00 | 3970.53 | 3997.70 | 3943.12 | 3955.04 | 88992.42 | 0.918687 | 0.839305 | 1.021953 | 0.825940 |
| 2024-03-14 12:00:00 | 2024-03-14 18:00:00 | 3951.40 | 3967.40 | 3820.20 | 3874.80 | 249741.77 | 0.823945 | 0.698336 | 0.492932 | 0.468565 |
| 2024-03-14 18:00:00 | 2024-03-15 00:00:00 | 3874.81 | 3892.00 | 3723.00 | 3881.69 | 215138.06 | 0.489716 | 0.366248 | 0.075526 | 0.493443 |
| 2024-03-15 00:00:00 | 2024-03-15 06:00:00 | 3886.38 | 3934.02 | 3623.00 | 3674.21 | 326287.81 | 0.533596 | 0.544354 | -0.353515 | -0.425273 |
| 2024-03-15 06:00:00 | 2024-03-15 12:00:00 | 3673.80 | 3779.92 | 3570.00 | 3689.33 | 288947.70 | -0.386936 | -0.134911 | -0.577802 | -0.354022 |
| 2024-03-15 12:00:00 | 2024-03-15 18:00:00 | 3681.00 | 3742.00 | 3659.01 | 3694.74 | 164208.35 | -0.351993 | -0.300970 | -0.185880 | -0.326485 |
| 2024-03-15 18:00:00 | 2024-03-16 00:00:00 | 3691.79 | 3806.62 | 3606.65 | 3742.19 | 168087.16 | -0.301589 | -0.010843 | -0.413266 | -0.109624 |
| 2024-03-16 00:00:00 | 2024-03-16 06:00:00 | 3739.04 | 3781.12 | 3690.18 | 3714.01 | 98064.77 | -0.090686 | -0.125205 | -0.041070 | -0.236851 |
| 2024-03-16 06:00:00 | 2024-03-16 12:00:00 | 3715.40 | 3741.35 | 3661.83 | 3692.29 | 87543.55 | -0.195037 | -0.303968 | -0.166921 | -0.334256 |
| 2024-03-16 12:00:00 | 2024-03-16 18:00:00 | 3695.56 | 3711.37 | 3626.39 | 3632.39 | 134075.01 | -0.282250 | -0.437586 | -0.324377 | -0.606571 |
| 2024-03-16 18:00:00 | 2024-03-17 00:00:00 | 3638.14 | 3638.14 | 3468.80 | 3523.09 | 228868.92 | -0.538160 | -0.766706 | -1.025619 | -1.098791 |
| 2024-03-17 00:00:00 | 2024-03-17 06:00:00 | 3538.70 | 3582.40 | 3504.95 | 3545.78 | 109243.02 | -1.029112 | -1.061780 | -0.885995 | -1.024538 |
| 2024-03-17 06:00:00 | 2024-03-17 12:00:00 | 3543.70 | 3606.41 | 3412.00 | 3578.99 | 202470.38 | -1.037125 | -0.977252 | -1.328047 | -0.893275 |
| 2024-03-17 12:00:00 | 2024-03-17 18:00:00 | 3578.61 | 3649.00 | 3528.36 | 3644.63 | 133069.30 | -0.897904 | -0.802134 | -0.807616 | -0.604459 |
| 2024-03-17 18:00:00 | 2024-03-18 00:00:00 | 3645.32 | 3678.68 | 3623.04 | 3644.70 | 72968.99 | -0.603852 | -0.688764 | -0.382614 | -0.632183 |
| 2024-03-18 00:00:00 | 2024-03-18 06:00:00 | 3638.68 | 3645.02 | 3557.31 | 3634.29 | 115921.50 | -0.664199 | -0.889886 | -0.718942 | -0.716423 |
| 2024-03-18 06:00:00 | 2024-03-18 12:00:00 | 3631.40 | 3640.97 | 3548.99 | 3597.83 | 135515.12 | -0.732691 | -0.945925 | -0.781847 | -0.940192 |
| 2024-03-18 12:00:00 | 2024-03-18 18:00:00 | 3595.71 | 3613.41 | 3454.09 | 3508.18 | 200914.24 | -0.952116 | -1.132259 | -1.260436 | -1.437393 |
| 2024-03-18 18:00:00 | 2024-03-19 00:00:00 | 3511.67 | 3548.00 | 3465.00 | 3520.47 | 118327.35 | -1.420361 | -1.520156 | -1.219387 | -1.399263 |
| 2024-03-19 00:00:00 | 2024-03-19 06:00:00 | 3521.38 | 3548.09 | 3353.00 | 3382.20 | 259920.17 | -1.396787 | -1.552895 | -1.759644 | -2.127598 |
| 2024-03-19 06:00:00 | 2024-03-19 12:00:00 | 3381.08 | 3393.07 | 3202.84 | 3276.51 | 341400.20 | -2.134936 | -2.395020 | -2.427905 | -2.613852 |
| 2024-03-19 12:00:00 | 2024-03-19 18:00:00 | 3276.60 | 3357.68 | 3223.50 | 3314.29 | 248065.19 | -2.614783 | -2.518537 | -2.257658 | -2.348391 |
| 2024-03-19 18:00:00 | 2024-03-20 00:00:00 | 3314.30 | 3359.80 | 3150.88 | 3158.65 | 200628.75 | -2.349721 | -2.438551 | -2.474583 | -2.944059 |
| 2024-03-20 00:00:00 | 2024-03-20 06:00:00 | 3165.60 | 3266.01 | 3056.56 | 3109.95 | 313017.62 | -2.916009 | -2.779564 | -2.732381 | -2.973543 |
| 2024-03-20 06:00:00 | 2024-03-20 12:00:00 | 3114.25 | 3296.72 | 3108.23 | 3293.26 | 242144.30 | -2.961410 | -2.510380 | -2.390323 | -2.073914 |
| 2024-03-20 12:00:00 | 2024-03-20 18:00:00 | 3288.71 | 3397.00 | 3140.71 | 3299.19 | 400022.71 | -2.097930 | -1.967345 | -2.166369 | -1.981040 |
| 2024-03-20 18:00:00 | 2024-03-21 00:00:00 | 3324.60 | 3535.24 | 3295.42 | 3516.53 | 253530.02 | -1.882721 | -1.294002 | -1.510137 | -1.026822 |
| 2024-03-21 00:00:00 | 2024-03-21 06:00:00 | 3512.94 | 3558.99 | 3446.47 | 3510.09 | 153802.98 | -1.049595 | -1.157640 | -0.900770 | -1.032098 |
| 2024-03-21 06:00:00 | 2024-03-21 12:00:00 | 3506.26 | 3587.32 | 3502.00 | 3531.18 | 139030.50 | -1.055110 | -1.007149 | -0.672067 | -0.922531 |
| 2024-03-21 12:00:00 | 2024-03-21 18:00:00 | 3535.14 | 3574.41 | 3462.10 | 3473.00 | 156719.94 | -0.912049 | -1.039908 | -0.818808 | -1.143530 |
| 2024-03-21 18:00:00 | 2024-03-22 00:00:00 | 3481.14 | 3521.91 | 3412.00 | 3492.84 | 151560.76 | -1.118389 | -1.255299 | -1.045635 | -1.052398 |
| 2024-03-22 00:00:00 | 2024-03-22 06:00:00 | 3500.00 | 3533.49 | 3454.01 | 3531.80 | 88897.97 | -1.031136 | -1.173171 | -0.874687 | -0.868831 |
| 2024-03-22 06:00:00 | 2024-03-22 12:00:00 | 3532.88 | 3542.52 | 3394.42 | 3405.18 | 98988.89 | -0.872799 | -1.098942 | -1.079026 | -1.347953 |
| 2024-03-22 12:00:00 | 2024-03-22 18:00:00 | 3403.58 | 3425.84 | 3281.00 | 3335.97 | 213390.18 | -1.364394 | -1.556961 | -1.470392 | -1.570443 |
| 2024-03-22 18:00:00 | 2024-03-23 00:00:00 | 3332.72 | 3362.19 | 3250.00 | 3336.35 | 157610.38 | -1.593252 | -1.757387 | -1.530805 | -1.512048 |
| 2024-03-23 00:00:00 | 2024-03-23 06:00:00 | 3328.50 | 3362.38 | 3270.08 | 3331.62 | 75100.15 | -1.550524 | -1.686050 | -1.405621 | -1.478544 |
| 2024-03-23 06:00:00 | 2024-03-23 12:00:00 | 3331.61 | 3383.80 | 3321.21 | 3364.98 | 69315.95 | -1.485521 | -1.539253 | -1.178841 | -1.305824 |
| 2024-03-23 12:00:00 | 2024-03-23 18:00:00 | 3365.38 | 3435.48 | 3343.41 | 3403.81 | 101757.74 | -1.310694 | -1.284649 | -1.064766 | -1.121067 |
| 2024-03-23 18:00:00 | 2024-03-24 00:00:00 | 3404.83 | 3413.39 | 3327.28 | 3329.53 | 77469.02 | -1.123124 | -1.327937 | -1.089038 | -1.356736 |
| 2024-03-24 00:00:00 | 2024-03-24 06:00:00 | 3333.00 | 3368.16 | 3298.76 | 3325.13 | 74958.94 | -1.350359 | -1.455564 | -1.155267 | -1.327227 |
| 2024-03-24 06:00:00 | 2024-03-24 12:00:00 | 3324.01 | 3392.72 | 3315.01 | 3387.37 | 48824.60 | -1.337655 | -1.313149 | -1.062463 | -1.060922 |
| 2024-03-24 12:00:00 | 2024-03-24 18:00:00 | 3383.04 | 3414.46 | 3333.00 | 3367.53 | 69979.42 | -1.082182 | -1.189124 | -0.967101 | -1.099777 |
| 2024-03-24 18:00:00 | 2024-03-25 00:00:00 | 3367.08 | 3471.22 | 3367.08 | 3454.99 | 66945.03 | -1.106423 | -0.936954 | -0.817548 | -0.749574 |
| 2024-03-25 00:00:00 | 2024-03-25 06:00:00 | 3459.50 | 3506.49 | 3420.12 | 3486.32 | 103261.27 | -0.737408 | -0.773691 | -0.603215 | -0.610383 |
| 2024-03-25 06:00:00 | 2024-03-25 12:00:00 | 3487.98 | 3487.98 | 3432.15 | 3436.20 | 72792.38 | -0.608682 | -0.819801 | -0.537505 | -0.772670 |
| 2024-03-25 12:00:00 | 2024-03-25 18:00:00 | 3436.43 | 3666.00 | 3430.00 | 3638.91 | 234576.77 | -0.776643 | -0.104982 | -0.523811 | 0.003723 |
| 2024-03-25 18:00:00 | 2024-03-26 00:00:00 | 3637.80 | 3646.66 | 3566.47 | 3590.43 | 137959.85 | -0.004034 | -0.165993 | -0.002380 | -0.162404 |
| 2024-03-26 00:00:00 | 2024-03-26 06:00:00 | 3593.65 | 3643.71 | 3580.95 | 3630.29 | 167781.12 | -0.153952 | -0.160039 | 0.071012 | 0.008111 |
| 2024-03-26 06:00:00 | 2024-03-26 12:00:00 | 3630.00 | 3678.86 | 3627.00 | 3631.61 | 92886.00 | 0.003481 | -0.001129 | 0.265784 | 0.031692 |
| 2024-03-26 12:00:00 | 2024-03-26 18:00:00 | 3630.00 | 3654.34 | 3542.62 | 3583.81 | 147178.39 | 0.022026 | -0.082731 | -0.038544 | -0.136040 |
| 2024-03-26 18:00:00 | 2024-03-27 00:00:00 | 3581.69 | 3613.50 | 3555.56 | 3587.32 | 91137.60 | -0.147922 | -0.232077 | 0.025939 | -0.105171 |
| 2024-03-27 00:00:00 | 2024-03-27 06:00:00 | 3586.60 | 3627.67 | 3577.00 | 3612.41 | 58928.24 | -0.111454 | -0.157870 | 0.118752 | 0.009143 |
| 2024-03-27 06:00:00 | 2024-03-27 12:00:00 | 3610.50 | 3616.50 | 3532.96 | 3585.07 | 76254.16 | -0.001498 | -0.179508 | -0.035352 | -0.073817 |
| 2024-03-27 12:00:00 | 2024-03-27 18:00:00 | 3583.70 | 3665.84 | 3484.00 | 3498.00 | 228464.46 | -0.082806 | 0.057281 | -0.202138 | -0.405459 |
| 2024-03-27 18:00:00 | 2024-03-28 00:00:00 | 3492.46 | 3521.47 | 3460.02 | 3501.20 | 79529.37 | -0.432238 | -0.545051 | -0.272019 | -0.366202 |
| 2024-03-28 00:00:00 | 2024-03-28 06:00:00 | 3501.78 | 3542.37 | 3465.00 | 3533.70 | 128500.08 | -0.367155 | -0.426791 | -0.222456 | -0.197468 |
| 2024-03-28 06:00:00 | 2024-03-28 12:00:00 | 3538.00 | 3595.70 | 3526.09 | 3579.74 | 98563.04 | -0.181769 | -0.152654 | 0.074441 | 0.040061 |
| 2024-03-28 12:00:00 | 2024-03-28 18:00:00 | 3579.55 | 3611.78 | 3537.48 | 3553.85 | 108396.30 | 0.036061 | -0.045034 | 0.148146 | -0.051968 |
| 2024-03-28 18:00:00 | 2024-03-29 00:00:00 | 3554.24 | 3580.00 | 3541.37 | 3560.49 | 69825.06 | -0.053013 | -0.174076 | 0.199084 | 0.010704 |
| 2024-03-29 00:00:00 | 2024-03-29 06:00:00 | 3560.61 | 3584.37 | 3550.05 | 3558.03 | 46495.29 | 0.008515 | -0.120287 | 0.281835 | 0.036833 |
| 2024-03-29 06:00:00 | 2024-03-29 12:00:00 | 3557.66 | 3576.27 | 3512.85 | 3549.86 | 96013.27 | 0.032258 | -0.127688 | 0.148563 | 0.036874 |
| 2024-03-29 12:00:00 | 2024-03-29 18:00:00 | 3552.70 | 3558.00 | 3445.91 | 3485.24 | 113210.26 | 0.049166 | -0.195775 | -0.165334 | -0.281955 |
| 2024-03-29 18:00:00 | 2024-03-30 00:00:00 | 3483.60 | 3524.55 | 3475.39 | 3509.74 | 66758.20 | -0.295762 | -0.363236 | 0.038256 | -0.106349 |
| 2024-03-30 00:00:00 | 2024-03-30 06:00:00 | 3512.53 | 3532.77 | 3486.58 | 3508.00 | 70780.19 | -0.093801 | -0.282816 | 0.152366 | -0.078121 |
| 2024-03-30 06:00:00 | 2024-03-30 12:00:00 | 3508.56 | 3564.00 | 3492.20 | 3559.99 | 63345.82 | -0.078834 | -0.039065 | 0.247198 | 0.309557 |
| 2024-03-30 12:00:00 | 2024-03-30 18:00:00 | 3565.81 | 3565.81 | 3526.08 | 3531.97 | 42686.85 | 0.345545 | 0.017784 | 0.523540 | 0.164401 |
| 2024-03-30 18:00:00 | 2024-03-31 00:00:00 | 3529.98 | 3530.98 | 3485.00 | 3505.65 | 39191.49 | 0.145980 | -0.206439 | 0.274099 | 0.020538 |
| 2024-03-31 00:00:00 | 2024-03-31 06:00:00 | 3505.21 | 3607.97 | 3505.09 | 3604.20 | 63402.00 | 0.012525 | 0.457546 | 0.434109 | 0.776906 |
| 2024-03-31 06:00:00 | 2024-03-31 12:00:00 | 3607.78 | 3632.80 | 3600.38 | 3609.20 | 70909.26 | 0.804480 | 0.699186 | 1.108862 | 0.833297 |
| 2024-03-31 12:00:00 | 2024-03-31 18:00:00 | 3610.72 | 3638.00 | 3606.78 | 3626.59 | 52914.47 | 0.843163 | 0.769808 | 1.169512 | 0.984833 |
| 2024-03-31 18:00:00 | 2024-04-01 00:00:00 | 3626.89 | 3655.32 | 3613.75 | 3645.29 | 56504.73 | 0.985198 | 0.971399 | 1.217659 | 1.162279 |
| 2024-04-01 00:00:00 | 2024-04-01 06:00:00 | 3641.26 | 3645.95 | 3500.00 | 3510.00 | 88843.15 | 1.129158 | 0.933433 | 0.432300 | 0.122728 |
| 2024-04-01 06:00:00 | 2024-04-01 12:00:00 | 3515.00 | 3560.17 | 3502.23 | 3537.98 | 91579.89 | 0.156304 | 0.176674 | 0.476262 | 0.375490 |
| 2024-04-01 12:00:00 | 2024-04-01 18:00:00 | 3534.74 | 3570.58 | 3413.71 | 3443.55 | 161995.47 | 0.343985 | 0.301506 | -0.165358 | -0.381679 |
| 2024-04-01 18:00:00 | 2024-04-02 00:00:00 | 3437.60 | 3514.88 | 3418.93 | 3503.80 | 66196.95 | -0.439648 | -0.217045 | -0.119693 | 0.121938 |
| 2024-04-02 00:00:00 | 2024-04-02 06:00:00 | 3505.40 | 3505.60 | 3319.20 | 3369.58 | 162400.03 | 0.132545 | -0.295514 | -0.854760 | -0.966386 |
| 2024-04-02 06:00:00 | 2024-04-02 12:00:00 | 3366.69 | 3388.58 | 3276.72 | 3308.63 | 155744.67 | -1.000640 | -1.380236 | -1.149341 | -1.419171 |
| 2024-04-02 12:00:00 | 2024-04-02 18:00:00 | 3305.00 | 3324.26 | 3212.00 | 3269.01 | 215210.28 | -1.460417 | -1.909360 | -1.573847 | -1.680463 |
| 2024-04-02 18:00:00 | 2024-04-03 00:00:00 | 3278.14 | 3305.00 | 3241.69 | 3278.96 | 89880.66 | -1.622896 | -2.001796 | -1.314622 | -1.546741 |
| 2024-04-03 00:00:00 | 2024-04-03 06:00:00 | 3278.00 | 3324.60 | 3202.79 | 3293.03 | 115512.44 | -1.568795 | -1.749024 | -1.545511 | -1.388079 |
| 2024-04-03 06:00:00 | 2024-04-03 12:00:00 | 3289.80 | 3357.58 | 3289.80 | 3317.53 | 100981.56 | -1.425657 | -1.400735 | -0.878158 | -1.153548 |
| 2024-04-03 12:00:00 | 2024-04-03 18:00:00 | 3317.52 | 3367.40 | 3292.80 | 3324.51 | 106095.53 | -1.163625 | -1.269095 | -0.833625 | -1.065779 |
| 2024-04-03 18:00:00 | 2024-04-04 00:00:00 | 3324.52 | 3341.30 | 3281.21 | 3310.83 | 87891.13 | -1.074838 | -1.451380 | -0.893086 | -1.139202 |
| 2024-04-04 00:00:00 | 2024-04-04 06:00:00 | 3310.84 | 3333.00 | 3250.92 | 3296.01 | 91242.12 | -1.148282 | -1.470881 | -1.092936 | -1.233954 |
| 2024-04-04 06:00:00 | 2024-04-04 12:00:00 | 3296.60 | 3355.48 | 3294.46 | 3340.36 | 52696.02 | -1.239086 | -1.262870 | -0.797848 | -0.902106 |
| 2024-04-04 12:00:00 | 2024-04-04 18:00:00 | 3341.41 | 3416.83 | 3338.95 | 3412.59 | 85962.76 | -0.902490 | -0.745585 | -0.491591 | -0.345835 |
| 2024-04-04 18:00:00 | 2024-04-05 00:00:00 | 3417.99 | 3443.93 | 3278.02 | 3327.39 | 126455.96 | -0.309613 | -0.525866 | -0.977867 | -1.086859 |
| 2024-04-05 00:00:00 | 2024-04-05 06:00:00 | 3327.91 | 3336.00 | 3242.01 | 3273.79 | 98424.70 | -1.090751 | -1.513632 | -1.330503 | -1.630954 |
| 2024-04-05 06:00:00 | 2024-04-05 12:00:00 | 3271.00 | 3312.80 | 3236.80 | 3243.52 | 80272.91 | -1.661243 | -1.731118 | -1.431180 | -1.866708 |
| 2024-04-05 12:00:00 | 2024-04-05 18:00:00 | 3242.34 | 3333.31 | 3210.00 | 3312.55 | 128051.92 | -1.884561 | -1.520319 | -1.687720 | -1.277230 |
| 2024-04-05 18:00:00 | 2024-04-06 00:00:00 | 3312.01 | 3350.00 | 3305.10 | 3317.85 | 37788.21 | -1.279325 | -1.327656 | -0.900743 | -1.193219 |
| 2024-04-06 00:00:00 | 2024-04-06 06:00:00 | 3319.00 | 3352.81 | 3306.68 | 3337.06 | 41836.87 | -1.181688 | -1.261043 | -0.864805 | -0.999498 |
| 2024-04-06 06:00:00 | 2024-04-06 12:00:00 | 3334.60 | 3351.52 | 3325.00 | 3330.67 | 39748.06 | -1.018747 | -1.231146 | -0.691000 | -1.022038 |
| 2024-04-06 12:00:00 | 2024-04-06 18:00:00 | 3328.00 | 3361.77 | 3313.40 | 3341.00 | 42424.48 | -1.041977 | -1.107300 | -0.765337 | -0.911471 |
| 2024-04-06 18:00:00 | 2024-04-07 00:00:00 | 3340.22 | 3398.42 | 3336.94 | 3351.59 | 59471.00 | -0.914812 | -0.772947 | -0.560195 | -0.800743 |
| 2024-04-07 00:00:00 | 2024-04-07 06:00:00 | 3355.15 | 3413.61 | 3344.08 | 3400.00 | 51370.46 | -0.768356 | -0.625888 | -0.487055 | -0.379708 |
| 2024-04-07 06:00:00 | 2024-04-07 12:00:00 | 3401.08 | 3401.08 | 3376.83 | 3390.33 | 30518.27 | -0.369051 | -0.712303 | -0.215539 | -0.458513 |
| 2024-04-07 12:00:00 | 2024-04-07 18:00:00 | 3391.00 | 3420.00 | 3377.34 | 3386.59 | 63560.52 | -0.451465 | -0.550286 | -0.225434 | -0.498824 |
| 2024-04-07 18:00:00 | 2024-04-08 00:00:00 | 3384.01 | 3459.94 | 3368.00 | 3454.20 | 64905.07 | -0.519163 | -0.225375 | -0.321985 | 0.055345 |
| 2024-04-08 00:00:00 | 2024-04-08 06:00:00 | 3450.45 | 3457.27 | 3406.36 | 3428.61 | 47034.67 | 0.023376 | -0.263218 | -0.018467 | -0.175754 |
| 2024-04-08 06:00:00 | 2024-04-08 12:00:00 | 3429.60 | 3640.44 | 3421.12 | 3633.07 | 215040.00 | -0.167436 | 1.278091 | 0.093741 | 1.512911 |
| 2024-04-08 12:00:00 | 2024-04-08 18:00:00 | 3638.47 | 3677.00 | 3612.00 | 3668.20 | 150584.49 | 1.554311 | 1.533292 | 1.649423 | 1.733477 |
| 2024-04-08 18:00:00 | 2024-04-09 00:00:00 | 3671.38 | 3730.71 | 3668.19 | 3694.61 | 84242.25 | 1.753784 | 1.896037 | 2.014325 | 1.866921 |
| 2024-04-09 00:00:00 | 2024-04-09 06:00:00 | 3699.46 | 3727.34 | 3665.25 | 3692.36 | 81497.77 | 1.896898 | 1.791986 | 1.901990 | 1.774420 |
| 2024-04-09 06:00:00 | 2024-04-09 12:00:00 | 3689.01 | 3696.34 | 3580.57 | 3632.85 | 141713.54 | 1.741470 | 1.485934 | 1.191413 | 1.259401 |
| 2024-04-09 12:00:00 | 2024-04-09 18:00:00 | 3632.84 | 3643.37 | 3450.46 | 3504.20 | 177982.82 | 1.254510 | 1.029232 | 0.151494 | 0.231538 |
| 2024-04-09 18:00:00 | 2024-04-10 00:00:00 | 3499.21 | 3526.63 | 3485.82 | 3506.40 | 56275.14 | 0.190598 | 0.090974 | 0.417187 | 0.242517 |
| 2024-04-10 00:00:00 | 2024-04-10 06:00:00 | 3502.52 | 3541.71 | 3465.64 | 3533.34 | 79154.64 | 0.211358 | 0.206941 | 0.251477 | 0.448996 |
